rownames,chromosome,start,end,bases,gc,mappability,blacklist,residual,use
7:99000001-99500000,7,99000001.0,99500000.0,100.0,44.431799999999996,78.67110000000001,0.0696,0.013501686137403324,False
7:99500001-100000000,7,99500001.0,100000000.0,100.0,48.789,68.3342,0.0,0.024440824783443893,False
7:100000001-100500000,7,100000001.0,100500000.0,100.0,52.8194,79.2172,0.0,-0.016319365640232397,True
7:100500001-101000000,7,100500001.0,101000000.0,90.0,50.861333333333334,73.6361,0.1362,-0.013648999307518173,False
7:101000001-101500000,7,101000001.0,101500000.0,100.0,49.9906,77.5288,0.0,-0.06018285866303491,True
7:101500001-102000000,7,101500001.0,102000000.0,100.0,49.1832,79.7919,0.0224,-0.01473110648223408,False
7:102000001-102500000,7,102000001.0,102500000.0,100.0,47.8192,47.1706,0.0,,False
7:102500001-103000000,7,102500001.0,103000000.0,100.0,39.4526,69.0817,0.0,0.05589504252497757,False
7:103000001-103500000,7,103000001.0,103500000.0,100.0,38.1106,87.0196,0.0,0.039526869116292995,True
7:103500001-104000000,7,103500001.0,104000000.0,100.0,38.1396,87.98479999999999,0.0,0.016138162056852257,True
7:104000001-104500000,7,104000001.0,104500000.0,100.0,39.8398,84.9123,0.0,0.051264347475528105,True
7:104500001-105000000,7,104500001.0,105000000.0,100.0,40.7546,85.8622,0.107,0.0016224484772819903,False
7:105000001-105500000,7,105000001.0,105500000.0,100.0,44.6108,82.5481,0.0,0.00560220310119619,True
7:105500001-106000000,7,105500001.0,106000000.0,100.0,42.257400000000004,87.7798,0.0,0.02749262987309642,True
7:106000001-106500000,7,106000001.0,106500000.0,100.0,40.184999999999995,85.4114,0.0,0.04445655952880212,True
7:106500001-107000000,7,106500001.0,107000000.0,100.0,39.134600000000006,87.1791,0.0,0.0015953139666121663,True
7:107000001-107500000,7,107000001.0,107500000.0,100.0,38.446200000000005,87.85340000000001,0.0,0.006814628599874251,True
7:107500001-108000000,7,107500001.0,108000000.0,100.0,40.1912,89.3633,0.0,0.02046568729446918,True
7:108000001-108500000,7,108000001.0,108500000.0,100.0,38.5998,89.4641,0.0,-0.006120508374406142,True
7:108500001-109000000,7,108500001.0,109000000.0,100.0,35.8456,89.1569,0.0,-0.008266909267490574,True
7:109000001-109500000,7,109000001.0,109500000.0,100.0,35.073,86.9464,0.0,-0.012671126094732643,True
7:109500001-110000000,7,109500001.0,110000000.0,100.0,35.7186,87.22959999999999,0.0,-0.011672367972005993,True
7:110000001-110500000,7,110000001.0,110500000.0,100.0,37.047999999999995,88.17049999999999,0.0,0.007036810307365582,True
7:110500001-111000000,7,110500001.0,111000000.0,100.0,35.533,93.48610000000001,0.0,0.014150656541989215,True
7:111000001-111500000,7,111000001.0,111500000.0,100.0,38.540400000000005,87.2505,0.0,-0.01943425723320591,True
7:111500001-112000000,7,111500001.0,112000000.0,100.0,38.574999999999996,92.6113,0.008,-0.014779894382344394,False
7:112000001-112500000,7,112000001.0,112500000.0,100.0,38.7166,87.2965,0.0,-0.010597300198299242,True
7:112500001-113000000,7,112500001.0,113000000.0,100.0,36.7124,88.1395,0.0,-0.01000907494513359,True
7:113000001-113500000,7,113000001.0,113500000.0,100.0,35.9684,85.6664,0.0,-0.0038001550237155013,True
7:113500001-114000000,7,113500001.0,114000000.0,100.0,35.891400000000004,91.4387,0.0,-0.019229963711681675,True
7:114000001-114500000,7,114000001.0,114500000.0,100.0,35.443599999999996,93.31739999999999,0.0,0.05243411542934229,True
7:114500001-115000000,7,114500001.0,115000000.0,100.0,36.0294,90.9406,0.0,0.037628537677724005,True
7:115000001-115500000,7,115000001.0,115500000.0,100.0,35.0648,93.8057,0.0,0.03439782229200039,True
7:115500001-116000000,7,115500001.0,116000000.0,100.0,36.0612,91.5416,0.0,0.037418011511775484,True
7:116000001-116500000,7,116000001.0,116500000.0,100.0,39.0814,88.343,0.0,0.04718464667129496,True
7:116500001-117000000,7,116500001.0,117000000.0,100.0,39.563199999999995,90.81569999999999,0.0,0.005162296032489522,True
7:117000001-117500000,7,117000001.0,117500000.0,100.0,36.9476,93.0161,0.0,0.03612052975936508,True
7:117500001-118000000,7,117500001.0,118000000.0,100.0,37.434,89.35119999999999,0.0,0.025411288507783847,True
7:118000001-118500000,7,118000001.0,118500000.0,100.0,34.727799999999995,93.8037,0.0,-0.011328596889570497,True
7:118500001-119000000,7,118500001.0,119000000.0,100.0,34.3594,91.9076,0.0,0.0029010820030244133,True
7:119000001-119500000,7,119000001.0,119500000.0,100.0,34.407399999999996,89.3066,0.0,0.039378933757013845,True
7:119500001-120000000,7,119500001.0,120000000.0,100.0,35.0704,89.8065,0.0,0.02823583843081856,True
7:120000001-120500000,7,120000001.0,120500000.0,100.0,35.916399999999996,94.8425,0.0,0.04605927157551626,True
7:120500001-121000000,7,120500001.0,121000000.0,100.0,36.8342,90.0551,0.0,0.037714647346431374,True
7:121000001-121500000,7,121000001.0,121500000.0,100.0,37.0592,90.89970000000001,0.0,0.003917037937496204,True
7:121500001-122000000,7,121500001.0,122000000.0,100.0,37.141000000000005,90.769,0.0,-0.011082906829778971,True
7:122000001-122500000,7,122000001.0,122500000.0,100.0,36.548199999999994,90.69749999999999,0.0,-0.02101359706266226,True
7:122500001-123000000,7,122500001.0,123000000.0,100.0,36.6006,91.6746,0.0,-0.020949219902916094,True
7:123000001-123500000,7,123000001.0,123500000.0,100.0,37.2936,87.2605,0.0,0.007217943979839214,True
7:123500001-124000000,7,123500001.0,124000000.0,100.0,36.9644,89.247,0.0,-0.022136811275882462,True
7:124000001-124500000,7,124000001.0,124500000.0,100.0,36.2002,90.9669,0.0,-0.00742497059137881,True
7:124500001-125000000,7,124500001.0,125000000.0,100.0,35.954,86.6721,0.0,-0.019912805498909614,True
7:125000001-125500000,7,125000001.0,125500000.0,100.0,34.6778,93.0461,0.0,-0.01843115841764542,True
7:125500001-126000000,7,125500001.0,126000000.0,100.0,35.0412,89.7184,0.0,-0.01087655958492384,True
7:126000001-126500000,7,126000001.0,126500000.0,100.0,36.3392,91.36919999999999,0.0,0.033872434084093794,True
7:126500001-127000000,7,126500001.0,127000000.0,100.0,38.58,88.4067,0.0,-0.005499296256064767,True
7:127000001-127500000,7,127000001.0,127500000.0,100.0,40.6312,89.9635,0.0,0.0063158102156049,True
7:127500001-128000000,7,127500001.0,128000000.0,100.0,46.046,91.9654,0.0,0.02433555578647706,True
7:128000001-128500000,7,128000001.0,128500000.0,100.0,46.620400000000004,69.0357,0.0184,-0.04866551968578342,False
7:128500001-129000000,7,128500001.0,129000000.0,100.0,44.4164,85.8958,0.0,-0.03035736305871256,True
7:129000001-129500000,7,129000001.0,129500000.0,100.0,44.3988,85.193,0.0,-0.007292895787507414,True
7:129500001-130000000,7,129500001.0,130000000.0,100.0,43.614799999999995,81.2819,0.0,0.013155526243396554,True
7:130000001-130500000,7,130000001.0,130500000.0,80.0,41.09875,84.8767,0.0,0.0048882875289120165,True
7:130500001-131000000,7,130500001.0,131000000.0,100.0,41.970600000000005,88.0981,0.0,0.00518568965339905,True
7:131000001-131500000,7,131000001.0,131500000.0,100.0,42.9112,88.6209,0.0,-0.022529321740789032,True
7:131500001-132000000,7,131500001.0,132000000.0,100.0,45.696,92.9315,0.0073999999999999995,0.01095972403399681,False
7:132000001-132500000,7,132000001.0,132500000.0,100.0,45.5472,94.4586,0.0,0.020097290468211182,True
7:132500001-133000000,7,132500001.0,133000000.0,100.0,39.7816,89.9097,0.0,-0.002731054514641229,True
7:133000001-133500000,7,133000001.0,133500000.0,100.0,37.629400000000004,92.8256,0.0,0.006093412144813404,True
7:133500001-134000000,7,133500001.0,134000000.0,100.0,39.7778,90.0482,0.0,-0.0036480806942049693,True
7:134000001-134500000,7,134000001.0,134500000.0,100.0,42.2318,90.2371,0.025,0.0016993085486320947,False
7:134500001-135000000,7,134500001.0,135000000.0,100.0,40.803200000000004,89.3257,0.0,0.011973139309124026,True
7:135000001-135500000,7,135000001.0,135500000.0,100.0,41.3232,88.7787,0.0,-0.005951721925949338,True
7:135500001-136000000,7,135500001.0,136000000.0,100.0,39.4414,88.9916,0.0214,0.019089454766696656,False
7:136000001-136500000,7,136000001.0,136500000.0,100.0,36.686,87.5237,0.0,-0.010062937403303385,True
7:136500001-137000000,7,136500001.0,137000000.0,100.0,36.6838,88.8623,0.0,-0.004342371067546591,True
7:137000001-137500000,7,137000001.0,137500000.0,100.0,38.8546,93.33630000000001,0.0,0.032406190524252976,True
7:137500001-138000000,7,137500001.0,138000000.0,100.0,41.4448,86.6486,0.0086,-0.036953529238436644,False
7:138000001-138500000,7,138000001.0,138500000.0,100.0,42.641600000000004,79.2928,0.0,-0.02373211160646338,True
7:138500001-139000000,7,138500001.0,139000000.0,100.0,42.2066,85.5288,0.0,-0.011381648767304464,True
7:139000001-139500000,7,139000001.0,139500000.0,95.0,45.34147368421053,85.8897,0.0,0.00987825308432233,True
7:139500001-140000000,7,139500001.0,140000000.0,100.0,44.1692,87.3227,0.0,0.014104848408088011,True
7:140000001-140500000,7,140000001.0,140500000.0,100.0,45.421800000000005,76.70139999999999,0.0,-0.00529844425659054,True
7:140500001-141000000,7,140500001.0,141000000.0,100.0,41.302,85.9735,0.0,0.0012935160151013037,True
7:141000001-141500000,7,141000001.0,141500000.0,100.0,42.089,90.7201,0.0,0.011006127312492064,True
7:141500001-142000000,7,141500001.0,142000000.0,100.0,39.285399999999996,87.25150000000001,0.8135999999999999,-0.00993759609797018,False
7:142000001-142500000,7,142000001.0,142500000.0,80.0,42.725249999999996,83.3621,0.5332,,False
7:142500001-143000000,7,142500001.0,143000000.0,100.0,42.093599999999995,87.6711,0.0,-0.01629885788197577,True
7:143000001-143500000,7,143000001.0,143500000.0,90.0,42.648,65.8296,0.0226,,False
7:143500001-144000000,7,143500001.0,144000000.0,100.0,38.994,72.1386,0.0,,False
7:144000001-144500000,7,144000001.0,144500000.0,100.0,39.1856,81.37389999999999,0.0,-0.045612589786894864,True
7:144500001-145000000,7,144500001.0,145000000.0,100.0,37.3296,89.26089999999999,0.0,-0.006451721435733915,True
7:145000001-145500000,7,145000001.0,145500000.0,100.0,35.899,88.8072,0.0,-0.019010044462298592,True
7:145500001-146000000,7,145500001.0,146000000.0,100.0,35.937599999999996,88.25840000000001,0.031599999999999996,-0.01661366291723776,False
7:146000001-146500000,7,146000001.0,146500000.0,100.0,35.7732,91.9693,0.0,-0.031956983233567215,True
7:146500001-147000000,7,146500001.0,147000000.0,100.0,36.0712,89.1618,0.0,-0.01771760959405233,True
7:147000001-147500000,7,147000001.0,147500000.0,100.0,37.2676,90.70009999999999,0.0,-0.02139887702918264,True
7:147500001-148000000,7,147500001.0,148000000.0,100.0,40.144600000000004,89.1351,0.0,-0.007261255835896485,True
7:148000001-148500000,7,148000001.0,148500000.0,100.0,42.7322,84.3885,0.0,0.005969391690807679,True
7:148500001-149000000,7,148500001.0,149000000.0,100.0,46.175,79.9825,0.0,-0.016614368871857466,True
7:149000001-149500000,7,149000001.0,149500000.0,100.0,46.01,85.405,0.0,-0.05592671802456789,True
7:149500001-150000000,7,149500001.0,150000000.0,100.0,44.757400000000004,57.8307,0.0,,False
7:150000001-150500000,7,150000001.0,150500000.0,100.0,43.803799999999995,81.0276,0.0,-0.0031418197364224687,True
7:150500001-151000000,7,150500001.0,151000000.0,100.0,52.3254,92.5075,0.0,-0.04836729520712246,True
7:151000001-151500000,7,151000001.0,151500000.0,100.0,47.653400000000005,90.26769999999999,0.0,-0.020900957168993983,True
7:151500001-152000000,7,151500001.0,152000000.0,100.0,42.754599999999996,80.9674,0.0,-0.04759892515148534,True
7:152000001-152500000,7,152000001.0,152500000.0,100.0,43.9922,71.1192,0.0,0.0018483365330306256,False
7:152500001-153000000,7,152500001.0,153000000.0,100.0,43.4734,83.42920000000001,0.0,-0.03962165061667572,True
7:153000001-153500000,7,153000001.0,153500000.0,100.0,40.888799999999996,81.1586,0.0,,False
7:153500001-154000000,7,153500001.0,154000000.0,100.0,43.2798,71.8609,0.0,,False
7:154000001-154500000,7,154000001.0,154500000.0,80.0,42.2055,90.687,0.0,-0.03240524901158992,True
7:154500001-155000000,7,154500001.0,155000000.0,100.0,45.655,91.8987,0.0,-0.022007507288323402,True
7:155000001-155500000,7,155000001.0,155500000.0,100.0,49.0114,90.97319999999999,0.0,-0.03881434336781692,True
7:155500001-156000000,7,155500001.0,156000000.0,100.0,48.2068,95.1871,0.0,-0.036617838429386096,True
7:156000001-156500000,7,156000001.0,156500000.0,100.0,43.3762,91.8708,0.0,-0.026360174785680035,True
7:156500001-157000000,7,156500001.0,157000000.0,100.0,43.697399999999995,84.21079999999999,0.0,-0.0437864546290091,True
7:157000001-157500000,7,157000001.0,157500000.0,100.0,50.1116,86.83720000000001,0.0,-0.03806509041395345,True
7:157500001-158000000,7,157500001.0,158000000.0,100.0,51.491600000000005,89.39009999999999,0.0314,-0.01844699324109239,False
7:158000001-158500000,7,158000001.0,158500000.0,100.0,49.132799999999996,87.57209999999999,0.18339999999999998,-0.04693978654208031,False
7:158500001-159000000,7,158500001.0,159000000.0,100.0,46.7496,87.79820000000001,0.0,-0.06127749219677048,True
7:159000001-159138663,7,159000001.0,159138663.0,25.7326,40.509703644404375,83.4929,0.35625942032121044,-0.04521078926019556,False
8:1-500000,8,1.0,500000.0,98.0,43.70367346938775,56.0369,0.4886,-0.0389891603236337,False
8:500001-1000000,8,500001.0,1000000.0,100.0,48.372,86.7332,0.0,-0.06455156354036873,True
8:1000001-1500000,8,1000001.0,1500000.0,100.0,48.2222,85.4224,0.0,-0.021298466290261053,True
8:1500001-2000000,8,1500001.0,2000000.0,100.0,48.1876,86.431,0.0,-0.05000212500827511,True
8:2000001-2500000,8,2000001.0,2500000.0,100.0,43.4762,86.6914,0.0,0.06781542240258431,True
8:2500001-3000000,8,2500001.0,3000000.0,100.0,39.2806,92.9048,0.0,-0.04318266645534313,True
8:3000001-3500000,8,3000001.0,3500000.0,100.0,39.190599999999996,88.6156,0.0,-0.05282431581725833,True
8:3500001-4000000,8,3500001.0,4000000.0,100.0,38.5054,93.4524,0.0,-0.06430989782028829,True
8:4000001-4500000,8,4000001.0,4500000.0,100.0,37.941599999999994,94.3044,0.0,-0.04104111470760269,True
8:4500001-5000000,8,4500001.0,5000000.0,100.0,37.7314,94.9093,0.0,-0.0413889728282682,True
8:5000001-5500000,8,5000001.0,5500000.0,100.0,37.8724,92.1708,0.0,-0.0269064470286976,True
8:5500001-6000000,8,5500001.0,6000000.0,100.0,38.5728,91.73780000000001,0.0,-0.034537437351402855,True
8:6000001-6500000,8,6000001.0,6500000.0,100.0,42.504599999999996,86.7053,0.0,-0.014491097247105789,True
8:6500001-7000000,8,6500001.0,7000000.0,100.0,44.7466,76.7744,0.006200000000000001,0.005499353477006252,False
8:7000001-7500000,8,7000001.0,7500000.0,94.9298,45.32844270187022,25.394099999999998,0.0,,False
8:7500001-8000000,8,7500001.0,8000000.0,95.0702,45.572008894480085,24.7843,0.0,,False
8:8000001-8500000,8,8000001.0,8500000.0,100.0,43.2144,75.5206,0.0,0.040621716078787506,True
8:8500001-9000000,8,8500001.0,9000000.0,100.0,42.885400000000004,87.0409,0.0,-0.0006160166532956368,True
8:9000001-9500000,8,9000001.0,9500000.0,100.0,42.0634,88.0557,0.0,0.0030937452641187635,True
8:9500001-10000000,8,9500001.0,10000000.0,100.0,41.4686,87.6401,0.0,-0.025127972902795892,True
8:10000001-10500000,8,10000001.0,10500000.0,100.0,45.245400000000004,92.8603,0.0,-0.02010132956368288,True
8:10500001-11000000,8,10500001.0,11000000.0,100.0,46.7816,93.7183,0.0,-0.002171387934343516,True
8:11000001-11500000,8,11000001.0,11500000.0,100.0,45.1126,92.125,0.0,-0.01526158122697463,True
8:11500001-12000000,8,11500001.0,12000000.0,100.0,45.2816,68.6494,0.0,-0.02358871959160841,False
8:12000001-12500000,8,12000001.0,12500000.0,90.0,44.00888888888888,21.101300000000002,0.0,,False
8:12500001-13000000,8,12500001.0,13000000.0,100.0,42.219,81.43860000000001,0.0,-0.013169930371861815,True
8:13000001-13500000,8,13000001.0,13500000.0,100.0,37.867200000000004,90.7552,0.0,-0.03239197445916875,True
8:13500001-14000000,8,13500001.0,14000000.0,100.0,36.025,91.01939999999999,0.0,-0.035564605105053826,True
8:14000001-14500000,8,14000001.0,14500000.0,100.0,34.891,91.8745,0.0,-0.025222200196256428,True
8:14500001-15000000,8,14500001.0,15000000.0,100.0,35.6686,92.55290000000001,0.0,-0.04076442563069643,True
8:15000001-15500000,8,15000001.0,15500000.0,100.0,37.541000000000004,89.8655,0.0,-0.06964480408969759,True
8:15500001-16000000,8,15500001.0,16000000.0,100.0,36.951,92.229,0.0,-0.03718481433415105,True
8:16000001-16500000,8,16000001.0,16500000.0,100.0,35.21,92.8413,0.01,-0.009619441456219902,False
8:16500001-17000000,8,16500001.0,17000000.0,100.0,37.373400000000004,87.613,0.0,-0.04237237569398333,True
8:17000001-17500000,8,17000001.0,17500000.0,100.0,40.0856,91.168,0.0,-0.06587162382159267,True
8:17500001-18000000,8,17500001.0,18000000.0,100.0,39.3144,90.0575,0.0356,-0.03372201267289454,False
8:18000001-18500000,8,18000001.0,18500000.0,100.0,39.2888,91.1527,0.0,-0.02741921555478194,True
8:18500001-19000000,8,18500001.0,19000000.0,100.0,40.238600000000005,92.676,0.0,-0.03534713244548676,True
8:19000001-19500000,8,19000001.0,19500000.0,100.0,41.7556,92.2632,0.0,-0.031233948481112328,True
8:19500001-20000000,8,19500001.0,20000000.0,100.0,41.0846,88.0809,0.1156,-0.02856557817252159,False
8:20000001-20500000,8,20000001.0,20500000.0,100.0,44.5316,92.9669,0.0,-0.030329059317452667,True
8:20500001-21000000,8,20500001.0,21000000.0,100.0,43.033,92.72409999999999,0.0,-0.004338393994765155,True
8:21000001-21500000,8,21000001.0,21500000.0,100.0,43.6536,93.5955,0.067,-0.0011472419571438297,False
8:21500001-22000000,8,21500001.0,22000000.0,100.0,49.604,90.365,0.0,,False
8:22000001-22500000,8,22000001.0,22500000.0,100.0,47.932,87.0667,0.0,-0.032076632332192045,True
8:22500001-23000000,8,22500001.0,23000000.0,100.0,47.9814,91.2222,0.0,-0.0005468971396144218,True
8:23000001-23500000,8,23000001.0,23500000.0,100.0,45.732800000000005,86.3854,0.0,0.0007675777279075868,True
8:23500001-24000000,8,23500001.0,24000000.0,100.0,40.3252,92.9273,0.0,0.0012315585496720516,True
8:24000001-24500000,8,24000001.0,24500000.0,100.0,36.9906,89.2839,0.0,0.020854988337745017,True
8:24500001-25000000,8,24500001.0,25000000.0,100.0,39.8326,91.0464,0.0,-0.04873083929410593,True
8:25000001-25500000,8,25000001.0,25500000.0,100.0,41.4696,87.73339999999999,0.0,-0.042001817658427476,True
8:25500001-26000000,8,25500001.0,26000000.0,100.0,41.6458,89.816,0.0,-0.03434042490227868,True
8:26000001-26500000,8,26000001.0,26500000.0,100.0,42.9574,89.0703,0.0,-0.042269430762343074,True
8:26500001-27000000,8,26500001.0,27000000.0,100.0,40.2984,89.5329,0.0,-0.0023400974852695877,True
8:27000001-27500000,8,27000001.0,27500000.0,100.0,45.705400000000004,92.15719999999999,0.0,0.00014059643313746317,True
8:27500001-28000000,8,27500001.0,28000000.0,100.0,43.8594,91.2581,0.0,0.0011632834951605941,True
8:28000001-28500000,8,28000001.0,28500000.0,100.0,43.157000000000004,88.18690000000001,0.0,-0.002274532063013035,True
8:28500001-29000000,8,28500001.0,29000000.0,100.0,41.192,88.97749999999999,0.0,0.018641811952964327,True
8:29000001-29500000,8,29000001.0,29500000.0,100.0,42.9676,87.5111,0.0073999999999999995,0.020803768946893397,False
8:29500001-30000000,8,29500001.0,30000000.0,100.0,42.164,90.4912,0.0,0.02322160087995928,True
8:30000001-30500000,8,30000001.0,30500000.0,100.0,42.5346,85.4561,0.0,0.0044250512066991154,True
8:30500001-31000000,8,30500001.0,31000000.0,100.0,39.8426,86.0935,0.0,-0.040580420289904384,True
8:31000001-31500000,8,31000001.0,31500000.0,100.0,38.6398,86.1148,0.0,-0.016825322368121176,True
8:31500001-32000000,8,31500001.0,32000000.0,100.0,37.389,92.1631,0.0,0.01635711567815301,True
8:32000001-32500000,8,32000001.0,32500000.0,100.0,38.5322,91.9404,0.0,-0.03409982267736261,True
8:32500001-33000000,8,32500001.0,33000000.0,100.0,37.9204,92.205,0.8626,-0.019367161401009025,False
8:33000001-33500000,8,33000001.0,33500000.0,100.0,42.02,82.92429999999999,0.0,-0.03794569081929938,True
8:33500001-34000000,8,33500001.0,34000000.0,100.0,40.2308,85.5265,0.0,-0.025470557134749883,True
8:34000001-34500000,8,34000001.0,34500000.0,100.0,37.3022,88.1795,0.0,-0.0038682237939846598,True
8:34500001-35000000,8,34500001.0,35000000.0,100.0,37.163000000000004,92.7589,0.0,-0.027277821019042026,True
8:35000001-35500000,8,35000001.0,35500000.0,100.0,38.083800000000004,91.5754,0.0,-0.031750284067933954,True
8:35500001-36000000,8,35500001.0,36000000.0,100.0,38.8534,88.98509999999999,0.0,-0.031089633310189768,True
8:36000001-36500000,8,36000001.0,36500000.0,100.0,38.5208,87.2198,0.0,-0.014710477268470856,True
8:36500001-37000000,8,36500001.0,37000000.0,100.0,38.752199999999995,92.5767,0.0,-0.009453143531708785,True
8:37000001-37500000,8,37000001.0,37500000.0,100.0,44.2876,92.71350000000001,0.0,0.000809206649912575,True
8:37500001-38000000,8,37500001.0,38000000.0,100.0,47.434599999999996,82.2525,0.0,-0.02554196525883623,True
8:38000001-38500000,8,38000001.0,38500000.0,100.0,44.3152,83.7675,0.0,-0.021253963838744283,True
8:38500001-39000000,8,38500001.0,39000000.0,100.0,42.4232,87.4025,0.0,0.0053773697228164385,True
8:39000001-39500000,8,39000001.0,39500000.0,100.0,36.0026,88.2278,0.0,-0.01743890313043628,True
8:39500001-40000000,8,39500001.0,40000000.0,100.0,38.0746,83.499,0.0,0.010526021374095307,True
8:40000001-40500000,8,40000001.0,40500000.0,100.0,39.7842,89.7232,0.0,-0.018412171612876616,True
8:40500001-41000000,8,40500001.0,41000000.0,100.0,42.24,87.65079999999999,0.0,-0.030678592902355195,True
8:41000001-41500000,8,41000001.0,41500000.0,100.0,44.730199999999996,86.4837,0.0,0.007935699841187471,True
8:41500001-42000000,8,41500001.0,42000000.0,100.0,45.684200000000004,90.3034,0.0,-0.005177875952265765,True
8:42000001-42500000,8,42000001.0,42500000.0,100.0,44.894800000000004,82.87780000000001,0.0,0.0059818821574104675,True
8:42500001-43000000,8,42500001.0,43000000.0,100.0,43.225,78.608,0.0,-0.008387762588067615,True
8:43000001-43500000,8,43000001.0,43500000.0,100.0,40.5188,76.9772,21.07,-0.01684019196498221,False
8:43500001-44000000,8,43500001.0,44000000.0,67.7774,37.53965186035463,75.45110000000001,68.7208,-0.03352364271363406,False
8:44000001-44500000,8,44000001.0,44500000.0,0.0,,0.0,0.0,,False
8:44500001-45000000,8,44500001.0,45000000.0,0.0,,0.0,0.0,,False
8:45000001-45500000,8,45000001.0,45500000.0,0.0,,0.0,0.0,,False
8:45500001-46000000,8,45500001.0,46000000.0,0.0,,0.0,0.0,,False
8:46000001-46500000,8,46000001.0,46500000.0,0.0,,0.0,0.0,,False
8:46500001-47000000,8,46500001.0,47000000.0,32.2226,39.649811002215834,67.2921,32.357,-0.05881550361405263,False
8:47000001-47500000,8,47000001.0,47500000.0,100.0,47.3122,92.7762,91.50819999999999,,False
8:47500001-48000000,8,47500001.0,48000000.0,100.0,40.8816,73.9432,15.564400000000001,-0.00899384223618832,False
8:48000001-48500000,8,48000001.0,48500000.0,98.98,40.64902000404122,77.2001,0.0,-0.04095125215926232,True
8:48500001-49000000,8,48500001.0,49000000.0,100.0,42.7456,83.2018,0.1404,-0.01625741148386728,False
8:49000001-49500000,8,49000001.0,49500000.0,100.0,43.528,83.29419999999999,0.0154,0.012999124644804239,False
8:49500001-50000000,8,49500001.0,50000000.0,100.0,41.5028,89.0309,0.0,-0.013852016664863631,True
8:50000001-50500000,8,50000001.0,50500000.0,100.0,36.8052,89.06490000000001,0.0,-0.02617206052383042,True
8:50500001-51000000,8,50500001.0,51000000.0,100.0,36.5406,91.6661,0.0,-0.03901429411349017,True
8:51000001-51500000,8,51000001.0,51500000.0,100.0,36.0812,88.0607,0.0166,-0.00908546395307519,False
8:51500001-52000000,8,51500001.0,52000000.0,100.0,35.1556,88.0039,0.0,0.008527677098896569,True
8:52000001-52500000,8,52000001.0,52500000.0,100.0,37.906800000000004,88.41839999999999,0.0,-0.024406215349611238,True
8:52500001-53000000,8,52500001.0,53000000.0,100.0,38.919,86.8552,0.0,-0.018448053991723556,True
8:53000001-53500000,8,53000001.0,53500000.0,100.0,40.0334,92.6926,0.0,-0.020314745423539393,True
8:53500001-54000000,8,53500001.0,54000000.0,100.0,39.5728,86.3274,0.0,-0.03157858026052773,True
8:54000001-54500000,8,54000001.0,54500000.0,100.0,39.7654,85.74040000000001,0.0,-0.02079502015002488,True
8:54500001-55000000,8,54500001.0,55000000.0,100.0,40.929,81.0962,0.0,0.008447082836947173,True
8:55000001-55500000,8,55000001.0,55500000.0,100.0,42.105599999999995,85.7897,0.0,-0.020420540794331976,True
8:55500001-56000000,8,55500001.0,56000000.0,100.0,38.257999999999996,89.3537,0.0084,0.029767690698613736,False
8:56000001-56500000,8,56000001.0,56500000.0,100.0,40.2296,91.1766,0.0,0.02950594730677991,True
8:56500001-57000000,8,56500001.0,57000000.0,100.0,41.8788,82.2813,0.1692,0.02239534005264343,False
8:57000001-57500000,8,57000001.0,57500000.0,100.0,40.1712,83.1081,0.0,0.0349161691537061,True
8:57500001-58000000,8,57500001.0,58000000.0,100.0,38.620599999999996,89.5001,0.0,-0.013336641606636668,True
8:58000001-58500000,8,58000001.0,58500000.0,100.0,40.2156,88.7769,0.0,-0.026086701752520702,True
8:58500001-59000000,8,58500001.0,59000000.0,100.0,38.4252,91.7744,0.0,0.00398485320717501,True
8:59000001-59500000,8,59000001.0,59500000.0,100.0,38.879200000000004,89.3847,0.0,0.0024198077272175045,True
8:59500001-60000000,8,59500001.0,60000000.0,100.0,38.244,91.2293,0.0,0.039633095097164506,True
8:60000001-60500000,8,60000001.0,60500000.0,100.0,36.8192,88.3647,0.0,0.02240790359498368,True
8:60500001-61000000,8,60500001.0,61000000.0,100.0,36.136,90.08080000000001,0.0,0.04919612433296394,True
8:61000001-61500000,8,61000001.0,61500000.0,100.0,40.067,85.2676,0.0,0.027860652067746017,True
8:61500001-62000000,8,61500001.0,62000000.0,100.0,41.6182,93.0412,0.0,0.022122707616675674,True
8:62000001-62500000,8,62000001.0,62500000.0,100.0,39.738600000000005,86.2888,0.0,0.05890871536952724,True
8:62500001-63000000,8,62500001.0,63000000.0,100.0,37.6094,91.6399,0.0,0.018733075682187406,True
8:63000001-63500000,8,63000001.0,63500000.0,100.0,37.155,90.5274,0.043199999999999995,-0.00960268891588506,False
8:63500001-64000000,8,63500001.0,64000000.0,100.0,38.0078,87.9552,0.0,-0.015466763995258537,True
8:64000001-64500000,8,64000001.0,64500000.0,100.0,39.2428,86.7653,0.0,-0.02828788565938195,True
8:64500001-65000000,8,64500001.0,65000000.0,100.0,35.8184,92.4389,0.0,0.02401343653713317,True
8:65000001-65500000,8,65000001.0,65500000.0,100.0,37.412,89.14269999999999,0.0,0.02632986271284643,True
8:65500001-66000000,8,65500001.0,66000000.0,100.0,37.3542,90.9136,0.0,0.05050754795820678,True
8:66000001-66500000,8,66000001.0,66500000.0,100.0,39.1588,86.7168,0.0,0.026078427484077404,True
8:66500001-67000000,8,66500001.0,67000000.0,100.0,40.2426,85.6197,0.0,0.01484219860391689,True
8:67000001-67500000,8,67000001.0,67500000.0,100.0,41.305,89.3862,0.0,0.023163209319003064,True
